	356	3531.4067
	355	3485.5139
	354	3460.6008
	353	3408.1958
	352	3397.2817
	351	3404.6619
	350	3417.699
	349	3406.6023
	348	3438.5388
	347	3436.8083
	346	3431.084
	345	3387.5596
	344	3368.4119
	343	3373.645
	342	3344.5427
	341	3348.1655
	340	3349.2842
	339	3334.5762
	338	3309.6812
	337	3274.4954
	336	3257.2332
	335	3209.7822
	334	3155.9282
	333	3124.3147
	332	3094.3018
	331	3049.6768
	330	2977.9863
	329	3034.4473
	328	3158.0256
	327	3377.1123
	326	3438.6157
	325	3309.3501
	324	3044.157
	323	2817.8345
	322	2750.6553
	321	2745.137
	320	2724.8643
	319	2744.3188
	318	2733.3303
	317	2735.2759
	316	2714.0461
	315	2718.2263
	314	2746.0354
	313	2744.7771
	312	2743.3828
	311	2770.9353
	310	2749.0278
	309	2732.782
	308	2712.897
	307	2700.3628
	306	2681.5242
	305	2688.5962
	304	2678.9968
	303	2693.0471
	302	2682.968
	301	2669.625
	300	2673.406
	299	2673.5349
	298	2663.0779
	297	2662.9294
	296	2687.8586
	295	2700.6648
	294	2762.6729
	293	2814.1204
	292	2806.5732
	291	2760.6931
	290	2669.1045
	289	2627.7119
	288	2632.0002
	287	2721.5054
	286	2964.1094
	285	3375.5547
	284	3642.9668
	283	3323.8345
	282	2750.9619
	281	2517.2346
	280	2474.3584
	279	2461.1689
	278	2441.6436
	277	2443.3269
	276	2449.1045
	275	2440.9824
	274	2433.5344
	273	2447.0259
	272	2448.6548
	271	2448.04
	270	2448.2954
	269	2465.6313
	268	2470.6218
	267	2467.7788
	266	2485.0337
	265	2461.3323
	264	2440.7507
	263	2420.3154
	262	2428.0291
	261	2415.4729
	260	2421.4993
	259	2428.5725
	258	2423.4138
	257	2407.9519
	256	2399.1958
	255	2403.9995
	254	2415.3606
	253	2398.2341
	252	2395.5708
	251	2391.2537
	250	2395.3433
	249	2385.2981
	248	2367.8083
	247	2370.7498
	246	2358.0471
	245	2345.2324
	244	2360.6218
	243	2368.7507
	242	2381.2971
	241	2378.1311
	240	2382.1199
	239	2358.1382
	238	2299.3342
	237	2268.4038
	236	2249.374
	235	2289.2083
	234	2323.6829
	233	2407.9026
	232	2495.439
	231	2547.5081
	230	2552.0491
	229	2533.1672
	228	2516.4395
	227	2407.5874
	226	2224.4956
	225	2106.811
	224	2097.708
	223	2101.4834
	222	2082.6846
	221	2076.0857
	220	2061.186
	219	2050.5925
	218	2043.8002
	217	2050.2561
	216	2055.0774
	215	2065.9521
	214	2055.7773
	213	2083.0063
	212	2074.8862
	211	2077.9287
	210	2101.8408
	209	2090.2319
	208	2063.1689
	207	2021.1509
	206	1993.8566
	205	1975.8953
	204	1969.8827
	203	1982.5328
	202	1995.5837
	201	2030.1086
	200	2052.0439
	199	2063.7478
	198	2073.1912
	197	2088.5471
	196	2116.394
	195	2121.2961
	194	2098.5774
	193	2041.7568
	192	1984.9191
	191	1949.9272
	190	1926.8101
	189	1928.3615
	188	1932.833
	187	1925.2472
	186	1921.6064
	185	1917.45
	184	1912.9879
	183	1917.5498
	182	1914.2477
	181	1909.6055
	180	1908.3389
	179	1909.9152
	178	1922.5242
	177	1922.7245
	176	1917.8749
	175	1924.7284
	174	1927.7725
	173	1947.1178
	172	1952.3547
	171	1955.0596
	170	1951.8004
	169	1960.3372
	168	1955.64
	167	1975.1985
	166	1972.6151
	165	1968.1011
	164	1977.955
	163	1981.7191
	162	1997.9265
	161	2010.4994
	160	1997.0463
	159	1997.3861
	158	1997.9816
	157	2013.2656
	156	2014.5486
	155	2027.1216
	154	2036.3232
	153	2056.2358
	152	2055.9456
	151	2061.3032
	150	2043.7468
	149	2022.124
	148	2033.9307
	147	2016.5732
	146	2010.0018
	145	2001.384
	144	1975.4739
	143	1963.8917
	142	1936.1429
	141	1915.9572
	140	1903.84
	139	1875.0038
	138	1849.1357
	137	1830.0789
	136	1815.568
	135	1792.4823
	134	1781.001
	133	1777.1439
	132	1767.5542
	131	1760.5916
	130	1753.9
	129	1746.6284
	128	1750.0676
	127	1751.604
	126	1747.9125
	125	1750.2983
	124	1754.9901
	123	1759.2783
	122	1753.3917
	121	1750.6603
	120	1749.7621
	119	1748.0223
	118	1750.0845
	117	1743.8186
	116	1738.4164
	115	1744.3274
	114	1734.8026
	113	1733.7894
	112	1732.0068
	111	1731.2655
	110	1727.0884
	109	1729.7954
	108	1725.0223
	107	1728.7805
	106	1739.0543
	105	1742.3171
	104	1752.1316
	103	1796.0033
	102	1839.2119
	101	1837.7081
	100	1790.299
	99	1748.7517
	98	1724.0323
	97	1717.7719
	96	1720.4808
	95	1716.1449
	94	1721.3555
	93	1719.5339
	92	1718.2438
	91	1732.4169
	90	1724.4073
	89	1716.6781
	88	1717.5201
	87	1717.907
	86	1721.2585
	85	1720.3302
	84	1709.2917
	83	1714.2555
	82	1713.5688
	81	1716.2494
	80	1714.186
	79	1711.2886
	78	1716.9365
	77	1716.2032
	76	1718.7755
	75	1719.3442
	74	1721.3386
	73	1713.5007
	72	1707.2678
	71	1706.9606
	70	1706.2284
	69	1713.103
	68	1709.8682
	67	1704.0626
	66	1707.6976
	65	1705.7278
	64	1711.636
	63	1711.0122
	62	1714.4923
	61	1700.4858
	60	1698.6284
	59	1696.9025
	58	1696.1851
	57	1698.881
	56	1696.5112
	55	1700.7516
	54	1704.0692
	53	1698.4133
	52	1693.5408
	51	1701.2321
	50	1708.2944
	49	1716.2935
	48	1718.775
	47	1704.2495
	46	1692.842
	45	1683.3413
	44	1684.0988
	43	1685.0112
	42	1690.0475
	41	1694.7957
	40	1697.1067
	39	1698.193
	38	1700.8561
	37	1698.1472
	36	1696.4993
	35	1692.1647
	34	1678.4764
	33	1671.36
	32	1667.3434
	31	1667.2007
	30	1671.9219
	29	1675.3661
	28	1670.4083
	27	1667.5083
	26	1667.8689
	25	1665.3794
	24	1669.9293
	23	1666.6514
	22	1668.7113
	21	1666.2197
	20	1661.3693
	19	1658.3328
	18	1655.28
	17	1649.4265
	16	1646.6641
	15	1642.8813
	14	1630.5227
	13	1633.5435
	12	1633.4297
	11	1636.8938
	10	1636.6425
	9	1642.3475
	8	1646.9398
	7	1657.1156
	6	1662.1368
	5	1668.5472
	4	1670.46
	3	1662.9429
	2	1652.186
	1	1642.885
	0	1626.9421
	-1	1614.9666
	-2	1606.2466
	-3	1605.8789
	-4	1606.6288
	-5	1608.0796
	-6	1611.2968
	-7	1612.8933
	-8	1614.9435
	-9	1612.3977
